,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021
81,Acephen,Acetaminophen,1,Cosette Pharmac,3574.29,"2,249.141",155,$1.84,$23.06,1.0,2278.75,671.345,152,$9.22,$14.99,1.0,266.55,$83.93,53,$3.16,$5.03,1.0,31.63,21.552,18,$1.54,$1.76,1.0,22.29,23.5,19,$1.09,$1.17,1
82,Acetadote,Acetylcysteine,1,Overall,89202.36,"17,367.813",257,$5.14,$347.09,1.0,63354.47,"14,008.15",179,$4.52,$353.94,1.0,54701.89,"$11,188.22",161,$4.89,$339.76,1.0,90720.88,"10,245.01",181,$8.86,$501.22,1.0,108486.44,"41,384.595",219,$2.62,$495.37,0
83,Acetadote,Acetylcysteine,1,Cumberland Phar,89202.36,"17,367.813",257,$5.14,$347.09,1.0,63354.47,"14,008.15",179,$4.52,$353.94,1.0,54701.89,"$11,188.22",161,$4.89,$339.76,1.0,90720.88,"10,245.01",181,$8.86,$501.22,1.0,108486.44,"41,384.595",219,$2.62,$495.37,0
84,Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,1,Overall,174410.99,"65,619",979,$2.66,$178.15,0.0,180852.82,"67,321",883,$2.69,$204.82,0.0,149993.32,"$54,123.00",751,$2.77,$199.72,0.0,122916.8,"46,736",595,$2.63,$206.58,0.0,80108.1,"32,492",460,$2.47,$174.15,1
85,Acetamin-Caff-Dihydrocodeine,Acetaminophen/Caff/Dihydrocod,1,Xspire Pharma,174410.99,"65,619",979,$2.66,$178.15,0.0,180852.82,"67,321",883,$2.69,$204.82,0.0,149993.32,"$54,123.00",751,$2.77,$199.72,0.0,122916.8,"46,736",595,$2.63,$206.58,0.0,80108.1,"32,492",460,$2.47,$174.15,1
86,Acetaminophen*,Acetaminophen,10,Overall,0.0,,,,,,202.31,"3,731",31,$0.05,$6.53,1.0,621.56,"$9,517.00",109,$0.07,$5.70,1.0,78572.15,"51,911.9",373,$1.56,$210.65,1.0,12382357.53,"6,150,960.98","53,238",$2.16,$232.58,1
87,Acetaminophen*,Acetaminophen,1,"Plus Pharma,Inc",0.0,,,,,,202.31,"3,731",31,$0.05,$6.53,1.0,621.56,"$9,517.00",109,$0.07,$5.70,1.0,437.76,"6,748",86,$0.06,$5.09,1.0,424.14,"7,539",80,$0.06,$5.30,1
88,Acetaminophen*,Acetaminophen,1,Sandoz,0.0,,,,,,0.0,,,,,,0.0,,,,,,38235.52,"16,578",171,$2.31,$223.60,1.0,7781160.16,"3,337,991.95","34,450",$2.33,$225.87,1
89,Acetaminophen*,Acetaminophen,1,Sandoz/Premier,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,577.6,"2,230",28,$0.26,$20.63,1
90,Acetaminophen*,Acetaminophen,1,Pharm Assoc Inc,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,7.26,37,20,$0.04,$0.36,1
91,Acetaminophen*,Acetaminophen,1,Mylan Instituti,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,268800.29,"321,196.7","3,376",$0.84,$79.62,0
92,Acetaminophen*,Acetaminophen,1,Rugby,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.37,25,17,$0.01,$0.02,1
93,Acetaminophen*,Acetaminophen,1,Auromedics Phar,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,"1,560",16,$0.00,$0.00,1.0,19288.0,"6,156",86,$3.13,$224.28,1
94,Acetaminophen*,Acetaminophen,1,B.Braun,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,44172.72,"153,226.53","1,482",$0.30,$29.81,0
95,Acetaminophen*,Acetaminophen,1,Leucadia Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,5476.22,"1,350.9",18,$4.05,$304.23,1.0,988887.08,"1,079,005.6","2,839",$0.92,$348.32,0
96,Acetaminophen*,Acetaminophen,1,Fresenius Kabi,0.0,,,,,,0.0,,,,,,0.0,,,,,,34422.65,"25,675",82,$1.34,$419.79,1.0,3279039.91,"1,243,553.2","10,860",$2.64,$301.94,1
97,Acetaminophen-Codeine,Acetaminophen With Codeine,11,Overall,20787917.71,"100,940,750.02","2,477,593",$0.24,$8.39,0.0,15082220.84,"66,703,706.643","1,844,077",$0.25,$8.18,0.0,12136127.89,"$50,671,318.84","1,490,497",$0.26,$8.14,0.0,10123030.22,"43,699,048.954","1,299,190",$0.24,$7.79,0.0,9039402.68,"39,547,345.273","1,203,308",$0.24,$7.51,0
98,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Ahp,25209.22,"8,887.5","1,085",$7.07,$23.23,1.0,3737.68,"6,252",630,$1.55,$5.93,0.0,4731.08,"$1,670.00",396,$5.45,$11.95,1.0,1332.53,"1,332.5",235,$1.19,$5.67,1.0,3194.64,455,179,$12.15,$17.85,1
99,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Hi-Tech/Akorn C,715714.51,"16,774,483.58","114,130",$0.04,$6.27,0.0,227148.17,"6,376,753.445","36,423",$0.04,$6.24,0.0,135684.37,"$3,881,766.05","20,507",$0.04,$6.62,0.0,84038.48,"2,546,482.763","12,217",$0.03,$6.88,0.0,70561.85,"2,262,315.148","10,276",$0.03,$6.87,0
100,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Teva USA,6715679.22,"27,351,422.98","832,968",$0.24,$8.06,0.0,2807213.21,"11,418,237","321,715",$0.24,$8.73,0.0,1402227.41,"$5,539,898.00","153,663",$0.24,$9.13,0.0,476011.72,"1,964,448.3","51,896",$0.24,$9.17,0.0,120915.06,"510,614.032","14,607",$0.23,$8.28,0
101,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Amneal Pharmace,4481586.03,"16,881,550","611,369",$0.27,$7.33,0.0,3128363.36,"11,542,392","435,768",$0.27,$7.18,0.0,1780534.11,"$5,702,518.00","232,449",$0.31,$7.66,0.0,484970.26,"2,138,002","87,244",$0.23,$5.56,0.0,412878.85,"1,839,649.022","78,074",$0.22,$5.29,0
102,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Qualitest/Par P,438851.67,"993,490.5","29,297",$0.47,$14.98,0.0,661583.86,"1,866,184","59,832",$0.37,$11.06,0.0,736539.5,"$2,296,198.00","72,343",$0.33,$10.18,0.0,467095.05,"1,566,930","59,231",$0.30,$7.89,0.0,122576.15,"163,891","5,920",$0.85,$20.71,0
103,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Mallinckrodt Ph,5928269.24,"22,865,560.4","648,929",$0.25,$9.14,0.0,5454994.42,"21,690,046.311","643,294",$0.24,$8.48,0.0,5361659.15,"$20,938,671.52","671,727",$0.25,$7.98,0.0,5905187.36,"22,945,465.931","726,089",$0.26,$8.13,0.0,5440015.56,"21,577,291.536","687,810",$0.25,$7.91,0
104,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Mylan Instituti,8235.09,"5,727.3","1,301",$1.44,$6.33,0.0,5001.91,"4,351",945,$1.15,$5.29,0.0,2592.87,"$1,669.00",778,$1.55,$3.33,0.0,3076.93,879,521,$3.50,$5.91,1.0,3790.32,635,273,$5.97,$13.88,1
105,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Morton Grove Ph,145812.47,"4,076,808.608","26,169",$0.04,$5.57,0.0,41019.92,"1,204,868.573","7,640",$0.03,$5.37,0.0,17114.11,"$545,100.50","2,939",$0.03,$5.82,0.0,5867.62,"173,987.46","1,053",$0.03,$5.57,0.0,165.34,"3,151",27,$0.05,$6.12,1
106,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Pharm Assoc Inc,227894.12,"4,285,750.264","30,819",$0.07,$7.39,0.0,88337.2,"1,969,154.314","12,270",$0.05,$7.20,0.0,48802.4,"$1,257,183.77","6,996",$0.04,$6.98,0.0,31842.08,"919,681","4,944",$0.04,$6.44,0.0,41987.45,"1,013,447.876","5,440",$0.04,$7.72,0
107,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Eywa Pharma Inc,0.0,,,,,,0.0,,,,,,6213.36,"$30,607.00",692,$0.20,$8.98,0.0,360017.62,"1,713,493","48,333",$0.21,$7.45,0.0,614995.47,"2,849,113.239","92,078",$0.21,$6.68,0
108,Acetaminophen-Codeine,Acetaminophen With Codeine,1,Aurobindo Pharm,2100666.14,"7,697,068.889","181,526",$0.26,$11.57,0.0,2664821.11,"10,625,468","325,560",$0.24,$8.19,0.0,2640029.53,"$10,476,037.00","328,007",$0.24,$8.05,0.0,2303590.57,"9,728,347","307,427",$0.22,$7.49,0.0,2208321.99,"9,326,782.42","308,624",$0.22,$7.16,0
109,Acetazolamide,Acetazolamide,10,Overall,11619702.89,"6,694,099.63","86,457",$1.73,$134.40,0.0,9511467.83,"6,900,318.33","88,607",$1.37,$107.34,0.0,8382429.14,"$7,121,523.67","90,722",$1.17,$92.40,0.0,7900269.36,"8,522,229.564","92,259",$0.95,$85.63,0.0,6830997.26,"8,668,767.725","100,004",$0.79,$68.31,0
110,Acetazolamide,Acetazolamide,1,Strides Pharma,0.0,,,,,,761197.8,"586,365.8","7,104",$1.30,$107.15,0.0,1770416.87,"$1,539,362.40","18,977",$1.15,$93.29,0.0,1697884.8,"1,690,439.907","20,206",$1.01,$84.03,0.0,2091921.5,"2,710,815.903","30,912",$0.77,$67.67,0
111,Acetazolamide,Acetazolamide,1,Taro Pharm USA,4969531.3,"2,950,444.449","40,281",$1.67,$123.37,0.0,4158660.91,"3,054,925.272","40,342",$1.36,$103.09,0.0,3577916.25,"$2,986,845.51","39,191",$1.20,$91.29,0.0,2894092.4,"2,800,044.41","33,248",$1.03,$87.05,0.0,2040392.85,"2,170,533.522","24,643",$0.94,$82.80,0
112,Acetazolamide,Acetazolamide,1,Major Pharmaceu,0.0,,,,,,0.0,,,,,,1661.18,"$1,350.50",23,$1.23,$72.23,1.0,6649.38,"5,695.6",99,$1.17,$67.17,0.0,2107.78,"3,157",69,$0.67,$30.55,0
113,Acetazolamide,Acetazolamide,1,Lifestar Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,464030.86,"651,858.511","7,455",$0.71,$62.24,0
114,Acetazolamide,Acetazolamide,1,Eywa Pharma Inc,0.0,,,,,,0.0,,,,,,0.0,,,,,,39813.89,"43,669",457,$0.90,$87.12,0.0,117245.98,"165,548.134","1,949",$0.71,$60.16,0
115,Acetazolamide,Acetazolamide,1,Breckenridge,0.0,,,,,,0.0,,,,,,0.0,,,,,,1538.51,"1,550",18,$0.98,$85.47,1.0,98658.91,"114,905.58","1,356",$0.86,$72.76,0
116,Acetazolamide,Acetazolamide,1,Novitium Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,88973.81,"97,892","1,023",$0.91,$86.97,0.0,270402.36,"353,932.5","3,827",$0.76,$70.66,0
117,Acetazolamide,Acetazolamide,1,Ahp,4334.65,"2,207",223,$1.96,$19.44,1.0,4413.18,"2,152",124,$2.05,$35.59,1.0,501.96,$483.00,39,$1.04,$12.87,1.0,2681.42,"2,139.2",86,$1.25,$31.18,1.0,2027.57,"3,219",67,$0.63,$30.26,1
118,Acetazolamide,Acetazolamide,1,Avet Pharmaceut,608399.54,"386,393.024","5,046",$1.57,$120.57,0.0,1518002.22,"1,130,044.161","14,956",$1.34,$101.50,0.0,1074941.49,"$969,049.24","12,854",$1.11,$83.63,0.0,1210079.37,"1,284,152.171","15,964",$0.94,$75.80,0.0,1046373.74,"1,725,748.906","20,185",$0.61,$51.84,0
119,Acetazolamide,Acetazolamide,1,Lannett Co. Inc,6037437.4,"3,355,055.157","40,907",$1.80,$147.59,0.0,3069193.72,"2,126,831.097","26,081",$1.44,$117.68,0.0,1956991.39,"$1,624,433.03","19,638",$1.20,$99.65,0.0,1958555.78,"2,596,647.276","21,158",$0.75,$92.57,0.0,697835.71,"769,048.669","9,541",$0.91,$73.14,0
120,Acetazolamide ER,Acetazolamide,6,Overall,6363160.24,"3,031,077.003","46,288",$2.10,$137.47,0.0,4416841.81,"3,185,507.4","46,997",$1.39,$93.98,0.0,4111624.74,"$3,492,232.00","49,882",$1.18,$82.43,0.0,3670034.77,"3,956,302.175","53,295",$0.93,$68.86,0.0,3515735.24,"4,444,645.861","57,863",$0.79,$60.76,0
121,Acetazolamide ER,Acetazolamide,1,Avet Pharmaceut,3465988.42,"1,642,982","25,697",$2.11,$134.88,0.0,1898944.48,"1,351,656","20,589",$1.40,$92.23,0.0,2094585.82,"$1,791,946.00","25,090",$1.17,$83.48,0.0,1071232.2,"1,139,096.175","15,054",$0.94,$71.16,0.0,697022.43,"1,067,591","13,268",$0.65,$52.53,0
122,Acetazolamide ER,Acetazolamide,1,Teva USA,283763.66,"132,507","2,237",$2.14,$126.85,0.0,105026.19,"80,392","1,269",$1.31,$82.76,0.0,47074.39,"$36,681.00",590,$1.28,$79.79,0.0,18460.18,"19,526",304,$0.95,$60.72,0.0,3739.4,"5,823",93,$0.64,$40.21,1
123,Acetazolamide ER,Acetazolamide,1,Zydus Pharmaceu,2407021.02,"1,158,426.003","16,888",$2.08,$142.53,0.0,1616853.48,"1,141,949.4","16,244",$1.42,$99.54,0.0,327672.37,"$276,332.00","4,205",$1.19,$77.92,0.0,205601.31,"196,856","2,546",$1.04,$80.75,0.0,862639.62,"965,045.24","11,992",$0.89,$71.93,0
124,Acetazolamide ER,Acetazolamide,1,Nostrum Laborat,202266.79,"95,015","1,439",$2.13,$140.56,0.0,118343.97,"87,773","1,300",$1.35,$91.03,0.0,494616.9,"$418,874.00","5,940",$1.18,$83.27,0.0,822049.17,"881,745","12,158",$0.93,$67.61,0.0,987197.45,"1,153,062.12","15,188",$0.86,$65.00,0
125,Acetazolamide ER,Acetazolamide,1,Ingenus Pharmac,4120.35,"2,147",27,$1.92,$152.61,1.0,677673.69,"523,737","7,595",$1.29,$89.23,0.0,1147675.26,"$968,399.00","14,057",$1.19,$81.64,0.0,1552691.91,"1,719,079","23,233",$0.90,$66.83,0.0,915541.02,"1,181,186.501","16,327",$0.78,$56.08,0
126,Acetazolamide ER,Acetazolamide,1,"Micro Labs USA,",0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,49595.32,"71,938",995,$0.69,$49.84,0
127,Acetazolamide Sodium,Acetazolamide Sodium,4,Overall,135493.8,"1,694.64",437,$62.93,$310.05,1.0,124688.59,"3,020.5",499,$44.38,$249.88,1.0,110866.27,"$2,093.57",546,$66.31,$203.05,1.0,77343.45,"1,631.25",418,$50.57,$185.03,1.0,59823.6,"1,701.5",509,$41.27,$117.53,1
128,Acetazolamide Sodium,Acetazolamide Sodium,1,X-Gen/Novaplus,1910.06,112,91,$17.05,$20.99,1.0,1557.82,573,62,$2.72,$25.13,1.0,24787.67,$640.50,131,$38.70,$189.22,0.0,23023.73,498,72,$46.23,$319.77,1.0,5553.38,82,36,$67.72,$154.26,1
129,Acetazolamide Sodium,Acetazolamide Sodium,1,X-Gen Pharmaceu,68151.35,"1,190.64",290,$57.24,$235.00,1.0,107280.09,"2,076",370,$51.68,$289.95,1.0,67538.71,"$1,286.57",297,$52.50,$227.40,1.0,40213.97,889.25,186,$45.22,$216.20,1.0,11389.99,237.5,196,$47.96,$58.11,1
130,Acetazolamide Sodium,Acetazolamide Sodium,1,West-Ward/Hikma,65432.39,392,56,$166.92,"$1,168.44",1.0,15850.68,371.5,67,$42.67,$236.58,1.0,3932.44,$113.00,70,$34.80,$56.18,1.0,6948.23,133,75,$52.24,$92.64,1.0,29586.61,"1,038.5",152,$28.49,$194.65,1
131,Acetazolamide Sodium,Acetazolamide Sodium,1,Mylan Instituti,0.0,,,,,,0.0,,,,,,14607.45,$53.50,48,$273.04,$304.32,1.0,7157.52,111,85,$64.48,$84.21,1.0,13293.62,343.5,125,$38.70,$106.35,1
132,Acetic Acid*,Acetic Acid,7,Overall,683968.63,"8,528,386.046","29,261",$1.32,$23.37,0.0,664715.03,"8,325,041.973","31,813",$1.19,$20.89,0.0,519670.38,"$8,355,629.54","24,330",$1.16,$21.36,0.0,547870.82,"9,834,628.5","25,737",$1.09,$21.29,0.0,678200.9,"11,032,769.1","30,147",$1.13,$22.50,0
133,Acetic Acid*,Acetic Acid,1,Baxter Healthca,24909.98,"3,327,368.048","1,830",$0.01,$13.61,0.0,25420.5,"3,192,819.323","1,667",$0.01,$15.25,0.0,23087.55,"$2,739,251.00","1,701",$0.01,$13.57,0.0,23104.68,"2,501,269","1,710",$0.01,$13.51,0.0,28028.94,"3,001,273","2,124",$0.01,$13.20,0
134,Acetic Acid*,Acetic Acid,1,B.Braun,3665.0,"612,282",419,$0.01,$8.75,0.0,9495.96,"1,368,287",835,$0.01,$11.37,0.0,9502.11,"$1,428,617.00",781,$0.01,$12.17,0.0,15221.98,"2,067,953","1,259",$0.01,$12.09,0.0,16820.46,"1,941,723","1,197",$0.01,$14.05,0
135,Acetic Acid*,Acetic Acid,1,Morton Grove Ph,340925.66,"210,096","13,635",$1.62,$25.00,0.0,348064.96,"247,567.15","16,050",$1.41,$21.69,0.0,160756.41,"$107,971.00","7,037",$1.49,$22.84,0.0,147606.62,"105,963.5","6,933",$1.39,$21.29,0.0,181607.71,"130,667.1","8,544",$1.39,$21.26,0
136,Acetic Acid*,Acetic Acid,1,"Trupharma, LLC.",0.0,,,,,,0.0,,,,,,0.0,,,,,,41062.88,"24,540","1,584",$1.67,$25.92,0.0,107609.21,"62,865","4,058",$1.71,$26.52,0
137,Acetic Acid*,Acetic Acid,1,Icu Medical Inc,0.0,,,,,,0.0,,,,,,0.0,,,,,,56760.5,"3,293,411","2,093",$0.02,$27.12,0.0,106162.08,"5,489,225","3,618",$0.02,$29.34,0
138,Acetic Acid*,Acetic Acid,1,Hospira/Icu Med,61140.33,"4,219,597","3,006",$0.01,$20.34,0.0,48146.58,"3,348,886","2,283",$0.01,$21.09,0.0,56751.34,"$3,893,072.54","2,620",$0.01,$21.66,0.0,25277.98,"1,674,009","1,229",$0.02,$20.57,0.0,4278.28,"247,755",192,$0.02,$22.28,0
139,Acetic Acid*,Acetic Acid,1,Hi-Tech/Akorn C,253327.66,"159,042.998","10,371",$1.59,$24.43,0.0,233587.03,"167,482.5","10,978",$1.39,$21.28,0.0,269572.97,"$186,718.00","12,191",$1.44,$22.11,0.0,238836.18,"167,483","10,929",$1.43,$21.85,0.0,233694.22,"159,261","10,414",$1.47,$22.44,0
140,Acetylcysteine*,Acetylcysteine,9,Overall,2477578.3,"2,726,801.935","21,868",$0.96,$113.30,0.0,2661171.65,"2,629,386.725","20,557",$1.09,$129.45,0.0,2632289.52,"$2,975,084.64","22,132",$0.98,$118.94,0.0,3413549.63,"2,988,197.815","21,609",$1.31,$157.97,0.0,3427866.63,"3,229,586.434","21,550",$1.14,$159.07,0
141,Acetylcysteine*,Acetylcysteine,1,App/Fresenius K,689590.79,"883,405.283","7,874",$0.78,$87.58,0.0,484683.03,"539,640.185","4,533",$0.89,$106.92,0.0,677355.16,"$739,842.60","5,595",$0.91,$121.06,0.0,612456.01,"802,798.931","5,778",$0.76,$106.00,0.0,566942.38,"940,329.1","6,916",$0.60,$81.98,0
142,Acetylcysteine*,Acetylcysteine,1,Perrigo/Padagis,301828.61,"103,163",444,$2.93,$679.79,1.0,345242.88,"56,926.85",538,$6.06,$641.72,0.0,186858.81,"$37,500.20",432,$4.98,$432.54,0.0,1207482.4,"49,989",456,$24.15,"$2,647.99",1.0,980132.57,"77,298.485",450,$12.68,"$2,178.07",1
143,Acetylcysteine*,Acetylcysteine,1,Paddock/Novaplu,50162.5,"6,931.55",113,$7.24,$443.92,0.0,33233.84,"13,537.249",129,$2.45,$257.63,1.0,32674.74,"$11,394.50",118,$2.87,$276.90,0.0,24730.85,"4,258.5",97,$5.81,$254.96,1.0,10275.15,"1,843.5",31,$5.57,$331.46,1
144,Acetylcysteine*,Acetylcysteine,1,Auromedics Phar,12010.23,"1,866.3",34,$6.44,$353.24,1.0,92358.73,"10,152",136,$9.10,$679.11,1.0,82569.01,"$14,720.20",212,$5.61,$389.48,1.0,86744.7,"18,934.9",236,$4.58,$367.56,1.0,176966.79,"24,526.17",396,$7.22,$446.89,1
145,Acetylcysteine*,Acetylcysteine,1,Fresenius Kabi*,192318.26,"26,046.83",397,$7.38,$484.43,1.0,127157.46,"27,994.027",374,$4.54,$339.99,0.0,155905.57,"$32,056.08",505,$4.91,$308.72,1.0,133036.56,"45,695.215",669,$3.04,$198.86,0.0,269587.31,"94,175.56",922,$3.10,$292.39,0
146,Acetylcysteine*,Acetylcysteine,1,Hospira/Pfizer,395840.68,"1,175,651.921","8,665",$0.34,$45.68,0.0,459821.84,"1,297,398.516","9,703",$0.36,$47.39,0.0,519586.2,"$1,477,871.12","10,875",$0.35,$47.78,0.0,471072.32,"1,321,322.749","9,564",$0.36,$49.25,0.0,305063.02,"830,919.571","5,946",$0.37,$51.31,0
147,Acetylcysteine*,Acetylcysteine,1,Akorn Inc.,116580.1,"20,642.751",135,$5.65,$863.56,0.0,109657.28,"20,825.3",148,$5.27,$740.93,0.0,78379.58,"$13,523.63",96,$5.80,$816.45,0.0,56554.73,"7,639.5",49,$7.40,"$1,154.18",1.0,5858.18,"2,092",41,$2.80,$142.88,1
148,Acetylcysteine*,Acetylcysteine,1,Sagent Pharmace,0.0,,,,,,4339.5,"1,180",12,$3.68,$361.63,1.0,33865.99,"$8,476.62",112,$4.00,$302.37,0.0,53706.54,"43,099.6",343,$1.25,$156.58,0.0,113545.41,"257,006.048",600,$0.44,$189.24,0
149,Acetylcysteine*,Acetylcysteine,1,Amer. Regent,719247.13,"509,094.3","4,206",$1.41,$171.01,0.0,1004677.09,"661,732.598","4,984",$1.53,$201.58,0.0,865094.46,"$639,699.69","4,187",$1.36,$206.61,0.0,767765.52,"694,459.42","4,417",$1.13,$173.82,0.0,999495.82,"1,001,396","6,248",$1.00,$159.97,0
150,Acidophilus,Lactobacillus Acidophilus,1,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,8963.0,"1,054",26,$8.50,$344.73,1.0,6620.13,"3,938",104,$1.68,$63.66,1
151,Acidophilus,Lactobacillus Acidophilus,1,Sm-Strategic So,0.0,,,,,,0.0,,,,,,0.0,,,,,,8963.0,"1,054",26,$8.50,$344.73,1.0,6620.13,"3,938",104,$1.68,$63.66,1
152,Acidophilus-Pectin,"L. Acidophilus/Pectin, Citrus",1,Overall,0.0,,,,,,0.0,,,,,,95.89,$542.00,63,$0.18,$1.52,1.0,792.89,"2,618",99,$0.30,$8.01,1.0,45.12,181,14,$0.25,$3.22,1
153,Acidophilus-Pectin,"L. Acidophilus/Pectin, Citrus",1,Major Pharmaceu,0.0,,,,,,0.0,,,,,,95.89,$542.00,63,$0.18,$1.52,1.0,792.89,"2,618",99,$0.30,$8.01,1.0,45.12,181,14,$0.25,$3.22,1
154,Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,2,Overall,1684.73,"13,762",359,$0.12,$4.69,1.0,9750.41,"19,818",518,$0.49,$18.82,1.0,8107.32,"$18,648.00",522,$0.44,$15.53,1.0,9451.34,"29,469",716,$0.32,$13.20,1.0,4745.71,"19,276",377,$0.25,$12.59,1
155,Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,1,"Plus Pharma,Inc",83.46,330,11,$0.25,$7.59,1.0,251.55,881,25,$0.29,$10.06,1.0,1204.06,"$3,768.00",91,$0.32,$13.23,1.0,650.47,"3,768",79,$0.17,$8.23,1.0,1050.97,"5,747",117,$0.18,$8.98,1
156,Acidophilus-Pectin,Lactobacillus Acidophilus/Pect,1,Major Pharmaceu,1601.27,"13,432",348,$0.12,$4.60,1.0,9498.86,"18,937",493,$0.50,$19.27,1.0,6903.26,"$14,880.00",431,$0.46,$16.02,1.0,8800.87,"25,701",637,$0.34,$13.82,1.0,3694.74,"13,529",260,$0.27,$14.21,1
157,Aciphex,Rabeprazole Sodium,1,Overall,1313383.38,"83,180","1,997",$15.79,$657.68,0.0,953626.15,"59,886","1,344",$15.92,$709.54,0.0,868046.61,"$53,032.00","1,147",$16.37,$756.80,0.0,743121.32,"46,249",947,$16.07,$784.71,0.0,586373.92,"35,178.06",657,$16.67,$892.50,0
158,Aciphex,Rabeprazole Sodium,1,Eisai/ Woodward,1313383.38,"83,180","1,997",$15.79,$657.68,0.0,953626.15,"59,886","1,344",$15.92,$709.54,0.0,868046.61,"$53,032.00","1,147",$16.37,$756.80,0.0,743121.32,"46,249",947,$16.07,$784.71,0.0,586373.92,"35,178.06",657,$16.67,$892.50,0
159,Aciphex Sprinkle,Rabeprazole Sodium,1,Overall,0.0,,,,,,197652.67,"11,219",325,$17.62,$608.16,0.0,581019.99,"$29,513.00",843,$19.66,$689.23,0.0,563392.24,"28,485",802,$19.74,$702.48,0.0,230627.39,"11,848",341,$19.41,$676.33,0
160,Aciphex Sprinkle,Rabeprazole Sodium,1,Zylera/Cerecor,0.0,,,,,,197652.67,"11,219",325,$17.62,$608.16,0.0,581019.99,"$29,513.00",843,$19.66,$689.23,0.0,563392.24,"28,485",802,$19.74,$702.48,0.0,230627.39,"11,848",341,$19.41,$676.33,0
161,Acitretin,Acitretin,5,Overall,4668750.39,"244,959.8","6,872",$19.12,$679.39,0.0,3844469.5,"252,934.384","7,208",$15.25,$533.36,0.0,3612086.31,"$273,059.80","7,571",$13.27,$477.10,0.0,3289801.18,"288,813.809","7,744",$11.42,$424.82,0.0,3404864.17,"307,300.944","8,249",$11.12,$412.76,0
162,Acitretin,Acitretin,1,Teva USA,1114301.01,"59,752","1,609",$18.68,$692.54,0.0,775939.59,"48,747.64","1,383",$15.95,$561.06,0.0,817246.2,"$55,575.00","1,447",$14.92,$564.79,0.0,270559.49,"19,628",556,$13.87,$486.62,1.0,41154.23,"3,220",90,$12.88,$457.27,1
163,Acitretin,Acitretin,1,Mylan,1162581.01,"59,712","1,693",$19.54,$686.70,0.0,1134840.24,"76,363.8","2,175",$14.89,$521.77,0.0,1124254.01,"$82,219.60","2,271",$13.71,$495.05,0.0,1027430.61,"84,679.8","2,247",$12.20,$457.25,0.0,1066345.48,"89,869.4","2,334",$11.93,$456.87,0
164,Acitretin,Acitretin,1,Prasco Labs,670968.0,"34,489","1,005",$19.47,$667.63,0.0,487872.7,"30,487",855,$16.00,$570.61,0.0,172548.87,"$12,429.00",367,$13.86,$470.16,0.0,106124.88,"9,484",289,$11.21,$367.21,0.0,36912.57,"3,200",101,$11.55,$365.47,1
165,Acitretin,Acitretin,1,Sigmapharm Labo,1467838.06,"78,152.8","2,194",$18.85,$669.02,0.0,863801.32,"59,230.944","1,673",$14.69,$516.32,0.0,676453.61,"$58,833.00","1,692",$11.64,$399.80,0.0,1034759.62,"98,226.009","2,573",$10.52,$402.16,0.0,1368521.59,"133,590.284","3,629",$10.30,$377.11,0
